id,lemma,pos,label,cosine,lang_pair,polysemy
test.en-fr.723,inclination,NOUN,F,0.9850443601608276,en-fr,unknown
test.en-fr.724,slot,NOUN,F,0.967375099658966,en-fr,unknown
test.en-fr.725,slot,NOUN,F,0.9711382389068604,en-fr,unknown
test.en-fr.726,antiquity,NOUN,T,0.9952104091644288,en-fr,unknown
test.en-fr.727,antiquity,NOUN,T,0.9937445521354676,en-fr,unknown
test.en-fr.728,trim,VERB,F,0.9785693287849426,en-fr,polysemous
test.en-fr.729,trim,VERB,F,0.9839352369308472,en-fr,polysemous
test.en-fr.730,sound,ADJ,T,0.983287751674652,en-fr,unknown
test.en-fr.731,sound,ADJ,T,0.9836609363555908,en-fr,unknown
test.en-fr.732,set,ADJ,F,0.9773820638656616,en-fr,monosemous
test.en-fr.733,set,ADJ,F,0.9805755615234376,en-fr,monosemous
test.en-fr.734,diamond,NOUN,T,0.9918832778930664,en-fr,unknown
test.en-fr.735,diamond,NOUN,T,0.9932140111923218,en-fr,unknown
test.en-fr.736,dreadful,ADJ,T,0.9905989170074464,en-fr,unknown
test.en-fr.737,dreadful,ADJ,T,0.9857770204544068,en-fr,unknown
test.en-fr.738,rear,VERB,T,0.9679494500160216,en-fr,unknown
test.en-fr.739,rear,VERB,T,0.9810526967048644,en-fr,unknown
test.en-fr.740,dormant,ADJ,T,0.986373245716095,en-fr,unknown
test.en-fr.741,dormant,ADJ,T,0.9856818318367004,en-fr,unknown
test.en-fr.742,black,NOUN,T,0.9900918006896972,en-fr,polysemous
test.en-fr.743,black,NOUN,T,0.9882597923278807,en-fr,polysemous
test.en-fr.744,ripe,ADJ,T,0.9847631454467772,en-fr,unknown
test.en-fr.745,ripe,ADJ,T,0.980427384376526,en-fr,unknown
test.en-fr.746,tough,ADJ,F,0.9839067459106444,en-fr,unknown
test.en-fr.747,tough,ADJ,F,0.982188880443573,en-fr,unknown
test.en-fr.748,golden,ADJ,F,0.975281059741974,en-fr,unknown
test.en-fr.749,golden,ADJ,F,0.9795185327529908,en-fr,unknown
test.en-fr.750,smart,ADJ,F,0.9881556034088136,en-fr,unknown
test.en-fr.751,smart,ADJ,F,0.9891998767852784,en-fr,unknown
test.en-fr.752,primitive,ADJ,F,0.9941054582595824,en-fr,polysemous
test.en-fr.753,primitive,ADJ,F,0.984236776828766,en-fr,polysemous
test.en-fr.754,back,NOUN,T,0.989621102809906,en-fr,monosemous
test.en-fr.755,back,NOUN,T,0.9891054034233092,en-fr,monosemous
test.en-fr.756,mask,VERB,T,0.9861255288124084,en-fr,monosemous
test.en-fr.757,mask,VERB,T,0.9892132878303528,en-fr,monosemous
test.en-fr.758,wealth,NOUN,F,0.9835017919540404,en-fr,unknown
test.en-fr.759,wealth,NOUN,F,0.9816204905509948,en-fr,unknown
test.en-fr.760,leap,VERB,F,0.9826317429542542,en-fr,unknown
test.en-fr.761,leap,VERB,F,0.9835811853408812,en-fr,unknown
test.en-fr.762,iron,NOUN,T,0.985383689403534,en-fr,unknown
test.en-fr.763,iron,NOUN,T,0.9888242483139038,en-fr,unknown
test.en-fr.764,relay,NOUN,F,0.9804643988609314,en-fr,unknown
test.en-fr.765,relay,NOUN,F,0.9842522144317628,en-fr,unknown
test.en-fr.766,neutral,ADJ,T,0.9831634759902954,en-fr,unknown
test.en-fr.767,neutral,ADJ,T,0.9849106073379515,en-fr,unknown
test.en-fr.768,elliptic,ADJ,F,0.984938144683838,en-fr,unknown
test.en-fr.769,elliptic,ADJ,F,0.9882716536521912,en-fr,unknown
test.en-fr.770,film,NOUN,T,0.9928763508796692,en-fr,unknown
test.en-fr.771,film,NOUN,T,0.9927573204040528,en-fr,unknown
test.en-fr.772,paper,NOUN,F,0.982318103313446,en-fr,unknown
test.en-fr.773,paper,NOUN,F,0.983169436454773,en-fr,unknown
test.en-fr.774,print,NOUN,F,0.984704852104187,en-fr,monosemous
test.en-fr.775,print,NOUN,F,0.989983320236206,en-fr,monosemous
test.en-fr.776,browse,VERB,T,0.9882146120071412,en-fr,unknown
test.en-fr.777,browse,VERB,T,0.9912384152412416,en-fr,unknown
test.en-fr.778,canopy,NOUN,F,0.9794084429740906,en-fr,unknown
test.en-fr.779,canopy,NOUN,F,0.983324646949768,en-fr,unknown
test.en-fr.780,due,ADJ,T,0.9844765663146972,en-fr,unknown
test.en-fr.781,due,ADJ,T,0.9763582348823548,en-fr,unknown
test.en-fr.782,multiply,VERB,F,0.9873061776161194,en-fr,unknown
test.en-fr.783,multiply,VERB,F,0.9896414279937744,en-fr,unknown
test.en-fr.784,celebrate,VERB,T,0.9892351031303406,en-fr,unknown
test.en-fr.785,celebrate,VERB,T,0.9863739013671876,en-fr,unknown
test.en-fr.786,vicious,ADJ,T,0.9892677068710328,en-fr,unknown
test.en-fr.787,vicious,ADJ,T,0.9867588877677916,en-fr,unknown
test.en-fr.788,tenacious,ADJ,T,0.9833731055259703,en-fr,unknown
test.en-fr.789,tenacious,ADJ,T,0.971049189567566,en-fr,unknown
test.en-fr.790,economically,ADV,T,0.9868516325950624,en-fr,unknown
test.en-fr.791,economically,ADV,T,0.9872185587882996,en-fr,unknown
test.en-fr.792,revolution,NOUN,F,0.989598035812378,en-fr,unknown
test.en-fr.793,revolution,NOUN,F,0.9879034161567688,en-fr,unknown
test.en-fr.794,poison,VERB,F,0.9814812541007996,en-fr,unknown
test.en-fr.795,poison,VERB,F,0.9880357384681702,en-fr,unknown
test.en-fr.796,humanity,NOUN,T,0.9884679317474364,en-fr,unknown
test.en-fr.797,humanity,NOUN,T,0.9841433763504028,en-fr,unknown
test.en-fr.798,truth,NOUN,F,0.984756350517273,en-fr,unknown
test.en-fr.799,truth,NOUN,F,0.9854451417922974,en-fr,unknown
test.en-fr.800,mouth,NOUN,F,0.9772873520851136,en-fr,monosemous
test.en-fr.801,mouth,NOUN,F,0.9774380326271056,en-fr,monosemous
test.en-fr.802,dignity,NOUN,T,0.991756558418274,en-fr,unknown
test.en-fr.803,dignity,NOUN,T,0.9932902455329896,en-fr,unknown
test.en-fr.804,unlimited,ADJ,T,0.9844698905944824,en-fr,unknown
test.en-fr.805,unlimited,ADJ,T,0.9890091419219972,en-fr,unknown
test.en-fr.806,train,NOUN,T,0.98959082365036,en-fr,unknown
test.en-fr.807,train,NOUN,T,0.9908857345581056,en-fr,unknown
test.en-fr.808,elementary,ADJ,F,0.9877906441688538,en-fr,unknown
test.en-fr.809,elementary,ADJ,F,0.9857125878334044,en-fr,unknown
test.en-fr.810,pledge,NOUN,F,0.9825845956802368,en-fr,monosemous
test.en-fr.811,pledge,NOUN,F,0.9846219420433044,en-fr,monosemous
test.en-fr.812,roughly,ADV,T,0.987052857875824,en-fr,unknown
test.en-fr.813,roughly,ADV,T,0.9858508706092834,en-fr,unknown
test.en-fr.814,story,NOUN,T,0.9746029376983644,en-fr,unknown
test.en-fr.815,story,NOUN,T,0.9826382398605348,en-fr,unknown
test.en-fr.816,piece,NOUN,F,0.9846243262290956,en-fr,unknown
test.en-fr.817,piece,NOUN,F,0.9851527214050292,en-fr,unknown
test.en-fr.818,reader,NOUN,F,0.9828928709030152,en-fr,unknown
test.en-fr.819,reader,NOUN,F,0.989244818687439,en-fr,unknown
test.en-fr.820,junior,ADJ,F,0.9798890948295592,en-fr,unknown
test.en-fr.821,junior,ADJ,F,0.9781062006950378,en-fr,unknown
test.en-fr.822,finance,NOUN,T,0.987328052520752,en-fr,unknown
test.en-fr.823,finance,NOUN,T,0.9870806336402892,en-fr,unknown
test.en-fr.824,leap,NOUN,F,0.9895961284637452,en-fr,unknown
test.en-fr.825,leap,NOUN,F,0.979201078414917,en-fr,unknown
test.en-fr.826,frame,VERB,T,0.9719856977462769,en-fr,monosemous
test.en-fr.827,frame,VERB,T,0.9749658107757568,en-fr,monosemous
test.en-fr.828,chain,NOUN,F,0.9815673828125,en-fr,unknown
test.en-fr.829,chain,NOUN,F,0.9840397238731384,en-fr,unknown
test.en-fr.830,portfolio,NOUN,T,0.9843196272850036,en-fr,unknown
test.en-fr.831,portfolio,NOUN,T,0.9821497201919556,en-fr,unknown
test.en-fr.832,get,VERB,F,0.9770315289497375,en-fr,unknown
test.en-fr.833,get,VERB,F,0.979527235031128,en-fr,unknown
test.en-fr.834,correspond,VERB,T,0.9892287850379944,en-fr,unknown
test.en-fr.835,correspond,VERB,T,0.9895172119140624,en-fr,unknown
test.en-fr.836,stable,ADJ,T,0.9890812039375304,en-fr,unknown
test.en-fr.837,stable,ADJ,T,0.9899535775184632,en-fr,unknown
test.en-fr.838,import,VERB,T,0.9902057647705078,en-fr,monosemous
test.en-fr.839,import,VERB,T,0.9902167320251464,en-fr,monosemous
test.en-fr.840,key,NOUN,T,0.9867740273475648,en-fr,unknown
test.en-fr.841,key,NOUN,T,0.9848418831825256,en-fr,unknown
test.en-fr.842,confront,VERB,F,0.986538290977478,en-fr,unknown
test.en-fr.843,confront,VERB,F,0.9785851836204528,en-fr,unknown
test.en-fr.844,obstruct,VERB,T,0.9935495257377625,en-fr,unknown
test.en-fr.845,obstruct,VERB,T,0.9887969493865968,en-fr,unknown
test.en-fr.846,shape,NOUN,F,0.9829878211021424,en-fr,unknown
test.en-fr.847,shape,NOUN,F,0.9824417233467102,en-fr,unknown
test.en-fr.848,sanction,NOUN,T,0.9944236278533936,en-fr,monosemous
test.en-fr.849,sanction,NOUN,T,0.9946287274360656,en-fr,monosemous
test.en-fr.850,consumption,NOUN,F,0.982996940612793,en-fr,unknown
test.en-fr.851,consumption,NOUN,F,0.9846246242523192,en-fr,unknown
test.en-fr.852,liberal,ADJ,F,0.9806699156761168,en-fr,unknown
test.en-fr.853,liberal,ADJ,F,0.9783102869987488,en-fr,unknown
test.en-fr.854,illusion,NOUN,F,0.993497669696808,en-fr,unknown
test.en-fr.855,illusion,NOUN,F,0.9897733330726624,en-fr,unknown
test.en-fr.856,aside,ADV,T,0.9840567708015442,en-fr,unknown
test.en-fr.857,aside,ADV,T,0.9866304993629456,en-fr,unknown
test.en-fr.858,underlying,ADJ,F,0.9872803092002868,en-fr,unknown
test.en-fr.859,underlying,ADJ,F,0.9886714220046996,en-fr,unknown
test.en-fr.860,sacrifice,NOUN,F,0.9885467886924744,en-fr,polysemous
test.en-fr.861,sacrifice,NOUN,F,0.9876639246940612,en-fr,polysemous
test.en-fr.862,sharp,ADJ,T,0.9827143549919128,en-fr,unknown
test.en-fr.863,sharp,ADJ,T,0.9826226830482484,en-fr,unknown
test.en-fr.864,feed,VERB,F,0.9861387610435486,en-fr,unknown
test.en-fr.865,feed,VERB,F,0.9838496446609496,en-fr,unknown
test.en-fr.866,out,ADV,F,0.9818012714385986,en-fr,unknown
test.en-fr.867,out,ADV,F,0.9806050062179564,en-fr,unknown
test.en-fr.868,plunge,VERB,F,0.9881129264831544,en-fr,unknown
test.en-fr.869,plunge,VERB,F,0.9765780568122864,en-fr,unknown
test.en-fr.870,sense,VERB,F,0.9804460406303406,en-fr,monosemous
test.en-fr.871,sense,VERB,F,0.9780254364013672,en-fr,monosemous
test.en-fr.872,conventional,ADJ,F,0.9873015284538268,en-fr,unknown
test.en-fr.873,conventional,ADJ,F,0.9922560453414916,en-fr,unknown
test.en-fr.874,real,ADJ,T,0.9778987169265748,en-fr,unknown
test.en-fr.875,real,ADJ,T,0.9782806634902954,en-fr,unknown
test.en-fr.876,narrow,ADJ,F,0.9829609394073486,en-fr,unknown
test.en-fr.877,narrow,ADJ,F,0.9837690591812134,en-fr,unknown
test.en-fr.878,interval,NOUN,T,0.9846193194389344,en-fr,unknown
test.en-fr.879,interval,NOUN,T,0.9843096137046814,en-fr,unknown
test.en-fr.880,promptly,ADV,T,0.98740416765213,en-fr,unknown
test.en-fr.881,promptly,ADV,T,0.9859042167663574,en-fr,unknown
test.en-fr.882,storm,NOUN,F,0.9783673882484436,en-fr,monosemous
test.en-fr.883,storm,NOUN,F,0.9867371320724488,en-fr,monosemous
test.en-fr.884,simple,ADJ,T,0.9848731756210328,en-fr,unknown
test.en-fr.885,simple,ADJ,T,0.9920575618743896,en-fr,unknown
test.en-fr.886,rack,NOUN,F,0.9870380759239196,en-fr,monosemous
test.en-fr.887,rack,NOUN,F,0.9875025749206544,en-fr,monosemous
test.en-fr.888,loop,NOUN,F,0.9807904362678528,en-fr,unknown
test.en-fr.889,loop,NOUN,F,0.9796168208122252,en-fr,unknown
test.en-fr.890,deformation,NOUN,F,0.9959222674369812,en-fr,unknown
test.en-fr.891,deformation,NOUN,F,0.9950185418128968,en-fr,unknown
test.en-fr.892,insurance,NOUN,F,0.98383891582489,en-fr,unknown
test.en-fr.893,insurance,NOUN,T,0.989727020263672,en-fr,unknown
test.en-fr.894,industry,NOUN,F,0.9876900911331176,en-fr,unknown
test.en-fr.895,industry,NOUN,F,0.9830736517906188,en-fr,unknown
test.en-fr.896,shift,VERB,F,0.985910952091217,en-fr,monosemous
test.en-fr.897,shift,VERB,F,0.9828923940658568,en-fr,monosemous
test.en-fr.898,hardware,NOUN,T,0.987717866897583,en-fr,unknown
test.en-fr.899,hardware,NOUN,T,0.9900473356246948,en-fr,unknown
test.en-fr.900,texture,NOUN,F,0.9833245277404784,en-fr,unknown
test.en-fr.901,texture,NOUN,F,0.982428789138794,en-fr,unknown
test.en-fr.902,season,NOUN,F,0.9871107935905457,en-fr,unknown
test.en-fr.903,season,NOUN,F,0.9855921864509584,en-fr,unknown
test.en-fr.904,abroad,ADV,T,0.9882452487945556,en-fr,unknown
test.en-fr.905,abroad,ADV,T,0.9904321432113647,en-fr,unknown
test.en-fr.906,prospect,NOUN,T,0.9902934432029724,en-fr,unknown
test.en-fr.907,prospect,NOUN,T,0.991001546382904,en-fr,unknown
test.en-fr.908,fixation,NOUN,F,0.9910253882408142,en-fr,unknown
test.en-fr.909,fixation,NOUN,F,0.9883450269699096,en-fr,unknown
test.en-fr.910,interface,NOUN,F,0.9821487665176392,en-fr,unknown
test.en-fr.911,interface,NOUN,F,0.9883947968482972,en-fr,unknown
test.en-fr.912,wide,ADV,F,0.9808732271194458,en-fr,unknown
test.en-fr.913,wide,ADV,F,0.9827122092247008,en-fr,unknown
test.en-fr.914,pair,NOUN,F,0.9825229048728944,en-fr,polysemous
test.en-fr.915,pair,NOUN,T,0.9904980063438416,en-fr,polysemous
test.en-fr.916,fairly,ADV,F,0.9843899607658386,en-fr,unknown
test.en-fr.917,fairly,ADV,F,0.9840794801712036,en-fr,unknown
test.en-fr.918,altitude,NOUN,T,0.9953034520149232,en-fr,unknown
test.en-fr.919,altitude,NOUN,T,0.9952673316001892,en-fr,unknown
test.en-fr.920,complex,NOUN,T,0.990100920200348,en-fr,unknown
test.en-fr.921,complex,NOUN,T,0.9950132369995116,en-fr,unknown
test.en-fr.922,vehicle,NOUN,T,0.9876403212547302,en-fr,unknown
test.en-fr.923,vehicle,NOUN,T,0.9896746873855592,en-fr,unknown
test.en-fr.924,gravity,NOUN,T,0.9916650652885436,en-fr,unknown
test.en-fr.925,gravity,NOUN,T,0.9917795658111572,en-fr,unknown
test.en-fr.926,separation,NOUN,T,0.9921606183052064,en-fr,unknown
test.en-fr.927,separation,NOUN,T,0.9932481050491332,en-fr,unknown
test.en-fr.928,modulation,NOUN,F,0.9940008521080016,en-fr,unknown
test.en-fr.929,modulation,NOUN,F,0.9914842247962952,en-fr,unknown
test.en-fr.930,flux,NOUN,F,0.9931002855300904,en-fr,unknown
test.en-fr.931,flux,NOUN,F,0.9900339245796204,en-fr,unknown
test.en-fr.932,explore,VERB,T,0.9834981560707092,en-fr,unknown
test.en-fr.933,explore,VERB,T,0.9874911904335022,en-fr,unknown
test.en-fr.934,ensemble,NOUN,F,0.9544846415519714,en-fr,unknown
test.en-fr.935,ensemble,NOUN,F,0.9526991248130798,en-fr,unknown
test.en-fr.936,pressure,NOUN,F,0.985031008720398,en-fr,unknown
test.en-fr.937,pressure,NOUN,F,0.9854572415351868,en-fr,unknown
test.en-fr.938,front,NOUN,F,0.9669265151023864,en-fr,polysemous
test.en-fr.939,front,NOUN,F,0.9762797951698304,en-fr,polysemous
test.en-fr.940,install,VERB,F,0.9878808856010436,en-fr,unknown
test.en-fr.941,install,VERB,F,0.9828726649284364,en-fr,unknown
test.en-fr.942,vector,NOUN,T,0.9912646412849426,en-fr,unknown
test.en-fr.943,vector,NOUN,T,0.9896728992462158,en-fr,unknown
test.en-fr.944,walk,NOUN,F,0.9821333289146424,en-fr,monosemous
test.en-fr.945,walk,NOUN,F,0.983588695526123,en-fr,monosemous
test.en-fr.946,forthcoming,ADJ,F,0.98125958442688,en-fr,unknown
test.en-fr.947,forthcoming,ADJ,F,0.9798881411552428,en-fr,unknown
test.en-fr.948,variable,ADJ,T,0.9883410334587096,en-fr,monosemous
test.en-fr.949,variable,ADJ,T,0.9862433075904846,en-fr,monosemous
test.en-fr.950,late,ADV,F,0.9796552062034608,en-fr,polysemous
test.en-fr.951,late,ADV,F,0.9805793762207032,en-fr,polysemous
test.en-fr.952,middle,NOUN,T,0.983842134475708,en-fr,polysemous
test.en-fr.953,middle,NOUN,T,0.9861649870872498,en-fr,polysemous
test.en-fr.954,old,ADJ,F,0.9879229068756104,en-fr,unknown
test.en-fr.955,old,ADJ,F,0.9880105257034302,en-fr,unknown
test.en-fr.956,eject,VERB,T,0.9889516830444336,en-fr,unknown
test.en-fr.957,eject,VERB,T,0.98819100856781,en-fr,unknown
test.en-fr.958,melt,VERB,T,0.9812976717948914,en-fr,unknown
test.en-fr.959,melt,VERB,T,0.9910829067230223,en-fr,unknown
test.en-fr.960,paint,VERB,F,0.9809898138046264,en-fr,unknown
test.en-fr.961,paint,VERB,F,0.979442834854126,en-fr,unknown
test.en-fr.962,amorphous,ADJ,F,0.9832397103309632,en-fr,unknown
test.en-fr.963,amorphous,ADJ,F,0.981753945350647,en-fr,unknown
test.en-fr.964,peculiar,ADJ,T,0.9835179448127748,en-fr,unknown
test.en-fr.965,peculiar,ADJ,T,0.9866947531700134,en-fr,unknown
test.en-fr.966,blue,ADJ,T,0.9917438626289368,en-fr,monosemous
test.en-fr.967,blue,ADJ,T,0.9898688793182372,en-fr,monosemous
test.en-fr.968,drill,VERB,F,0.9869389533996582,en-fr,monosemous
test.en-fr.969,drill,VERB,F,0.9860718250274658,en-fr,monosemous
test.en-fr.970,medicine,NOUN,F,0.9844416975975036,en-fr,unknown
test.en-fr.971,medicine,NOUN,F,0.987086057662964,en-fr,unknown
test.en-fr.972,head,VERB,T,0.981670618057251,en-fr,monosemous
test.en-fr.973,head,VERB,T,0.9824128746986388,en-fr,monosemous
test.en-fr.974,board,VERB,T,0.9830272197723388,en-fr,monosemous
test.en-fr.975,board,VERB,T,0.9842599630355836,en-fr,monosemous
test.en-fr.976,block,NOUN,F,0.9890639185905457,en-fr,monosemous
test.en-fr.977,block,NOUN,F,0.9894322752952576,en-fr,monosemous
test.en-fr.978,tolerant,ADJ,F,0.9807811379432678,en-fr,unknown
test.en-fr.979,tolerant,ADJ,F,0.9792811870574952,en-fr,unknown
test.en-fr.980,drag,VERB,F,0.981931447982788,en-fr,polysemous
test.en-fr.981,drag,VERB,F,0.9853947758674622,en-fr,polysemous
test.en-fr.982,trap,VERB,F,0.9889799356460572,en-fr,monosemous
test.en-fr.983,trap,VERB,F,0.988364040851593,en-fr,monosemous
test.en-fr.984,formulate,VERB,T,0.988471269607544,en-fr,unknown
test.en-fr.985,formulate,VERB,T,0.9763968586921692,en-fr,unknown
test.en-fr.986,sound,VERB,T,0.9755253791809082,en-fr,unknown
test.en-fr.987,sound,VERB,T,0.9788758754730223,en-fr,unknown
test.en-fr.988,top,NOUN,F,0.985014796257019,en-fr,monosemous
test.en-fr.989,top,NOUN,F,0.9795529842376708,en-fr,monosemous
test.en-fr.990,meter,NOUN,F,0.9770870804786682,en-fr,unknown
test.en-fr.991,meter,NOUN,F,0.9883469343185424,en-fr,unknown
test.en-fr.992,diversify,VERB,T,0.9944653511047364,en-fr,unknown
test.en-fr.993,diversify,VERB,T,0.995779275894165,en-fr,unknown
test.en-fr.994,big,ADJ,T,0.9863719940185548,en-fr,unknown
test.en-fr.995,big,ADJ,T,0.9883416891098022,en-fr,unknown
test.en-fr.996,spread,NOUN,T,0.981711208820343,en-fr,monosemous
test.en-fr.997,spread,NOUN,T,0.972632110118866,en-fr,monosemous
test.en-fr.998,suppose,VERB,T,0.9819942116737366,en-fr,unknown
test.en-fr.999,suppose,VERB,T,0.9795944690704346,en-fr,unknown
test.en-ru.0,gently,ADV,F,0.989163339138031,en-ru,unknown
test.en-ru.1,gently,ADV,F,0.9838935136795044,en-ru,unknown
test.en-ru.2,next,ADJ,T,0.983247935771942,en-ru,unknown
test.en-ru.3,next,ADJ,T,0.9829225540161132,en-ru,unknown
test.en-ru.4,letter,NOUN,T,0.9844656586647034,en-ru,unknown
test.en-ru.5,letter,NOUN,T,0.9865691661834716,en-ru,unknown
test.en-ru.6,intend,VERB,T,0.9852104783058168,en-ru,unknown
test.en-ru.7,intend,VERB,T,0.9836783409118652,en-ru,unknown
test.en-ru.8,true,ADJ,T,0.9868131279945374,en-ru,unknown
test.en-ru.9,true,ADJ,T,0.9873469471931458,en-ru,unknown
test.en-ru.10,single,ADJ,F,0.9768667221069336,en-ru,unknown
test.en-ru.11,single,ADJ,F,0.9712317585945128,en-ru,unknown
test.en-ru.12,code,NOUN,T,0.9852533340454102,en-ru,unknown
test.en-ru.13,code,NOUN,T,0.9798887372016908,en-ru,unknown
test.en-ru.14,bill,NOUN,T,0.9855353832244872,en-ru,unknown
test.en-ru.15,bill,NOUN,T,0.9870479702949524,en-ru,unknown
test.en-ru.16,speech,NOUN,T,0.9829174280166626,en-ru,unknown
test.en-ru.17,speech,NOUN,T,0.9807417392730712,en-ru,unknown
test.en-ru.18,light,NOUN,F,0.97556871175766,en-ru,polysemous
test.en-ru.19,light,NOUN,F,0.9681230783462524,en-ru,polysemous
test.en-ru.20,turn,VERB,F,0.9843239188194276,en-ru,monosemous
test.en-ru.21,turn,VERB,F,0.9706894159317015,en-ru,monosemous
test.en-ru.22,affair,NOUN,T,0.9815560579299928,en-ru,unknown
test.en-ru.23,affair,NOUN,T,0.9838857650756836,en-ru,unknown
test.en-ru.24,rating,NOUN,T,0.9867448806762696,en-ru,unknown
test.en-ru.25,rating,NOUN,T,0.983768880367279,en-ru,unknown
test.en-ru.26,stem,VERB,F,0.9801685810089112,en-ru,monosemous
test.en-ru.27,stem,VERB,T,0.9807203412055968,en-ru,monosemous
test.en-ru.28,accession,NOUN,T,0.9815329909324646,en-ru,unknown
test.en-ru.29,accession,NOUN,T,0.9847205877304076,en-ru,unknown
test.en-ru.30,deep,ADJ,T,0.9909140467643738,en-ru,unknown
test.en-ru.31,deep,ADJ,T,0.9893839955329896,en-ru,unknown
test.en-ru.32,root,NOUN,F,0.9656968116760254,en-ru,monosemous
test.en-ru.33,root,NOUN,F,0.9609841108322144,en-ru,monosemous
test.en-ru.34,powerful,ADJ,T,0.9904011487960817,en-ru,unknown
test.en-ru.35,powerful,ADJ,T,0.9913144707679749,en-ru,unknown
test.en-ru.36,input,NOUN,F,0.977671205997467,en-ru,unknown
test.en-ru.37,input,NOUN,F,0.9781419634819032,en-ru,unknown
test.en-ru.38,fertile,ADJ,F,0.9876825213432312,en-ru,unknown
test.en-ru.39,fertile,ADJ,F,0.9872031807899476,en-ru,unknown
test.en-ru.40,read,VERB,F,0.9874235987663268,en-ru,unknown
test.en-ru.41,read,VERB,F,0.9896031618118286,en-ru,unknown
test.en-ru.42,focus,NOUN,T,0.9846630692481996,en-ru,unknown
test.en-ru.43,focus,NOUN,T,0.9854961037635804,en-ru,unknown
test.en-ru.44,claim,NOUN,F,0.9833716154098512,en-ru,unknown
test.en-ru.45,claim,NOUN,F,0.9791991710662842,en-ru,unknown
test.en-ru.46,envelope,NOUN,T,0.9851533770561218,en-ru,unknown
test.en-ru.47,envelope,NOUN,T,0.983802080154419,en-ru,unknown
test.en-ru.48,tribe,NOUN,T,0.9860935807228088,en-ru,unknown
test.en-ru.49,tribe,NOUN,T,0.9901915192604064,en-ru,unknown
test.en-ru.50,last,ADJ,T,0.9885736107826232,en-ru,unknown
test.en-ru.51,last,ADJ,F,0.982942759990692,en-ru,unknown
test.en-ru.52,share,NOUN,T,0.9858391880989076,en-ru,unknown
test.en-ru.53,share,NOUN,T,0.9830655455589294,en-ru,unknown
test.en-ru.54,offensive,ADJ,F,0.9890569448471068,en-ru,unknown
test.en-ru.55,offensive,ADJ,F,0.9879758358001708,en-ru,unknown
test.en-ru.56,virtue,NOUN,F,0.980304718017578,en-ru,unknown
test.en-ru.57,virtue,NOUN,F,0.9810345768928528,en-ru,unknown
test.en-ru.58,deliver,VERB,F,0.9858254194259644,en-ru,unknown
test.en-ru.59,deliver,VERB,F,0.984535813331604,en-ru,unknown
test.en-ru.60,grant,NOUN,T,0.9928459525108336,en-ru,monosemous
test.en-ru.61,grant,NOUN,T,0.9930296540260316,en-ru,monosemous
test.en-ru.62,lead,NOUN,F,0.9750728607177734,en-ru,monosemous
test.en-ru.63,lead,NOUN,F,0.9763361811637878,en-ru,monosemous
test.en-ru.64,win,VERB,T,0.9893053770065308,en-ru,unknown
test.en-ru.65,win,VERB,T,0.984899878501892,en-ru,unknown
test.en-ru.66,burden,NOUN,T,0.9781368970870972,en-ru,unknown
test.en-ru.67,burden,NOUN,T,0.9848974943161012,en-ru,unknown
test.en-ru.68,proof,NOUN,T,0.989590048789978,en-ru,unknown
test.en-ru.69,proof,NOUN,T,0.989515781402588,en-ru,unknown
test.en-ru.70,satisfy,VERB,T,0.9886344075202942,en-ru,unknown
test.en-ru.71,satisfy,VERB,T,0.9842473268508912,en-ru,unknown
test.en-ru.72,resistance,NOUN,F,0.9809365272521972,en-ru,unknown
test.en-ru.73,resistance,NOUN,F,0.9857707023620604,en-ru,unknown
test.en-ru.74,highly,ADV,T,0.9872309565544128,en-ru,unknown
test.en-ru.75,highly,ADV,T,0.9881188869476318,en-ru,unknown
test.en-ru.76,progression,NOUN,F,0.9854052662849426,en-ru,unknown
test.en-ru.77,progression,NOUN,F,0.9869109988212584,en-ru,unknown
test.en-ru.78,produce,VERB,F,0.982789158821106,en-ru,unknown
test.en-ru.79,produce,VERB,F,0.9859080910682678,en-ru,unknown
test.en-ru.80,spray,NOUN,T,0.9886954426765442,en-ru,unknown
test.en-ru.81,spray,NOUN,T,0.988497257232666,en-ru,unknown
test.en-ru.82,assumption,NOUN,T,0.99166738986969,en-ru,unknown
test.en-ru.83,assumption,NOUN,T,0.9910365343093872,en-ru,unknown
test.en-ru.84,subscriber,NOUN,T,0.9866245985031128,en-ru,unknown
test.en-ru.85,subscriber,NOUN,T,0.9853525161743164,en-ru,unknown
test.en-ru.86,analyse,VERB,T,0.9927425980567932,en-ru,unknown
test.en-ru.87,analyse,VERB,T,0.989638090133667,en-ru,unknown
test.en-ru.88,jungle,NOUN,T,0.9852978587150574,en-ru,unknown
test.en-ru.89,jungle,NOUN,T,0.9910293817520142,en-ru,unknown
test.en-ru.90,conservation,NOUN,F,0.9866307973861694,en-ru,unknown
test.en-ru.91,conservation,NOUN,F,0.9862467646598816,en-ru,unknown
test.en-ru.92,handle,VERB,T,0.9873872995376588,en-ru,unknown
test.en-ru.93,handle,VERB,T,0.9806198477745056,en-ru,unknown
test.en-ru.94,licence,NOUN,T,0.993459939956665,en-ru,unknown
test.en-ru.95,licence,NOUN,T,0.990064024925232,en-ru,unknown
test.en-ru.96,yield,VERB,F,0.979231894016266,en-ru,monosemous
test.en-ru.97,yield,VERB,F,0.97554749250412,en-ru,monosemous
test.en-ru.98,electric,ADJ,T,0.990761697292328,en-ru,unknown
test.en-ru.99,electric,ADJ,T,0.98840069770813,en-ru,unknown
